Title,Location,Description,Price/night,Interior,Amenities,Ratings,Reviews,Features,Normalized Price/night,Normalized Reviews,Guests,Room type,Owner,Avg Feature Rating,Has Washer,Has Dryer
Entire rental unit hosted by Aan,"Hoan Kiem, Hanoi, Vietnam",2 seperated BR Hanoi Old Quarter,3151,"5 guests, 2 bedrooms, 2 beds, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV and 14 more",4.8,68,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.003151,0.068,5,Entire,Aan,4.82,False,False
Entire rental unit hosted by Phuong,"Hoan Kiem, Hanoi, Vietnam","Stylish, Luxe Duplex 2BR Apartment - Old Quarter",7381,"4 guests, 2 bedrooms, 3 beds, 2 bathrooms","Courtyard view, City skyline view, Kitchen, Wifi, Dedicated workspace and 44 more",5.0,11,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 4.9, Value 5.0",0.007381,0.011,4,Entire,Phuong,4.97,False,False
Private room in home hosted by Linh,"Thanh Nhan, Hanoi, Vietnam",Cozy House in CenterWide Window Cool View R#302,995,"2 guests, 1 bedroom, 1 bed, 1 shared bathroom","Kitchen, Wifi, Washing machine, Air conditioning, Patio or balcony and 19 more",4.76,33,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.5, Check-in 5.0, Value 4.8",0.000995,0.033,2,Private,Linh,4.78,False,False
Entire rental unit hosted by Lien,"Phan Chu Trinh, Hanoi, Vietnam",Duplex Penthouse has BathtubBalcony nr OperaHouse,4625,"6 guests, 1 bedroom, 2 queen beds, 1 bathroom","Lake access, Kitchen, Wifi, Shared hot tub, 55"" HDTV with Netflix and 38 more",4.54,61,"Cleanliness 4.5, Accuracy 4.7, Communication 4.8, Location 4.8, Check-in 4.7, Value 4.6",0.004625,0.061,6,Entire,Lien,4.68,False,False
Entire rental unit hosted by Tung,"Nguyen Trung Truc, Hanoi, Vietnam",Stylish 35sqm 1BR Flat in Old Quarter Hanoi,2488,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, Pets allowed, 40"" TV with Netflix, standard cable/satellite and 31 more",4.66,145,"Cleanliness 4.5, Accuracy 4.7, Communication 4.9, Location 4.7, Check-in 4.9, Value 4.6",0.002488,0.145,2,Entire,Tung,4.72,False,False
Entire home hosted by Tracy,"Hoan Kiem, Hanoi, Vietnam",THE BEE - OLD QUARTER /COZY&BIG BALCONLY /3A,2544,"4 guests, 1 bedroom, 2 beds, 1 bathroom","City skyline view, Kitchen, Wifi, Dedicated workspace, TV and 39 more",4.91,34,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.002544,0.034,4,Entire,Tracy,4.88,False,False
Entire rental unit hosted by Hoa,"Hanoi, Vietnam",Vinhomes Greenbay studio,2023,"2 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, Pool, TV and 31 more",4.81,21,"Cleanliness 4.7, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.8",0.002023,0.021,2,Entire,Hoa,4.88,False,False
Farm stay hosted by Mara,"Tremosine sul Garda, Brescia, Italy",Nature Residence - Natural Reserve Valley of Bondo,14869,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Mountain view, Garden view, Kitchen, Wifi, Dedicated workspace and 55 more",4.99,69,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.014869,0.069,4,Farm,Mara,4.95,False,False
Farm stay hosted by Paolo,"San Gimignanello, Tuscany, Italy","Il Fienile, 2 bedrooms with patio",12595,"4 guests, 2 bedrooms, 1 double bed, 2 bathrooms","Kitchen, Wifi, Free driveway parking on premises  7 spaces, Shared outdoor pool  available seasonally, open specific hours, Pets allowed and 49 more",4.6,5,"Cleanliness 4.8, Accuracy 4.4, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.2",0.012595,0.005,4,Farm,Paolo,4.7,False,False
Farm stay hosted by Luisa,"Campofiorito, Sicily, Italy","""Corleone Drink"" Nature, Pool, Good Food",6414,"4 guests, 2 bedrooms, 2 beds, 1 bathroom","Free parking on premises, Pool, Pets allowed, Washing machine, Dryer and 27 more",4.59,194,"Cleanliness 4.6, Accuracy 4.7, Communication 4.6, Location 4.7, Check-in 4.6, Value 4.6",0.006414,0.194,4,Farm,Luisa,4.63,False,True
Farm stay hosted by Monica,"Sillico, Tuscany, Italy",Romantic stay where Tuscany meets the sky!,9184,"4 guests, 2 bedrooms, 1 double bed, 1 bathroom","Garden view, Mountain view, Kitchen, Wifi  30 Mbps, Dedicated workspace and 62 more",4.96,112,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.009184,0.112,4,Farm,Monica,4.97,False,False
Entire guest suite hosted by Carlo,"Torri del Benaco, Veneto, Italy",Lake Garda luxury studio with pool,16443,"2 guests, 1 bedroom, 1 double bed, 1 bathroom","Garden view, Lake view, Kitchen, Wifi, Dedicated workspace and 55 more",4.97,181,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.016443,0.181,2,Entire,Carlo,4.97,False,False
Entire home hosted by Martina,"Casole d'Elsa, Tuscany, Italy",Antico Borgo Ripostena  n 8 Casa Vecchia,16285,"6 guests, 2 bedrooms, 3 beds, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free carport on premises, Shared outdoor pool  infinity, rooftop and 60 more",4.93,122,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.8",0.016285,0.122,6,Entire,Martina,4.92,False,False
Entire villa hosted by Vincenzo,"Sessa Cilento, Campania, Italy",Rural House in Cilento National Park,5088,"7 guests, 2 bedrooms, 1 king bed, 1 single bed, 2 cots, 1 bathroom","Kitchen, Wifi, Free parking on premises, Pets allowed, TV and 44 more",4.83,80,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 5.0, Value 4.8",0.005088,0.08,7,Entire,Vincenzo,4.83,False,False
Entire home hosted by Anna,"Squares, Italy",THE HOUSE ON THE HILL,11807,"6 guests, 3 bedrooms, 1 double bed, 1 cot, 1 bathroom","Park view, Valley view, Garden view, Kitchen, Wifi and 47 more",4.95,41,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.8",0.011807,0.041,6,Entire,Anna,4.95,False,False
Entire guest suite hosted by Isa,"Marina di Campo, Tuscany, Italy",Breathtaking archipelago view,6560,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV with standard cable/satellite, Private patio or balcony and 24 more",4.96,181,"Cleanliness 5.0, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.9",0.00656,0.181,4,Entire,Isa,4.92,False,False
Entire cabin hosted by Luca,"Le Cret, Valle d'Aosta, Italy",Lo Grenier - Chalet con vista in Saint Barthlemy,8746,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Ski-in/Ski-out, Kitchen, Wifi, Free parking on premises, TV and 27 more",4.96,47,"Cleanliness 4.9, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 5.0, Value 4.8",0.008746,0.047,2,Entire,Luca,4.92,False,False
Entire rental unit hosted by Edoardo,"Rome, Lazio, Italy","Bright, Cheery Apartment by Saint Peter 's Square",12595,"4 guests, 2 bedrooms, 1 queen bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, 50"" HDTV with Amazon Prime Video, Disney+, Netflix, standard cable/satellite and 50 more",4.91,551,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.6, Check-in 5.0, Value 4.9",0.012595,0.551,4,Entire,Edoardo,4.92,False,False
Farm stay hosted by La Torre Dell'Oliveto,"Agella, Umbria, Italy",Historic residence surrounded by olive trees,5248,"4 guests, 1 bedroom, 2 beds, 1.5 bathrooms","Lake access, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 41 more",4.98,44,"Cleanliness 5.0, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 4.9, Value 5.0",0.005248,0.044,4,Farm,La Torre Dell'Oliveto,4.95,False,False
Entire home hosted by Alba,"Anghiari, Tuscany, Italy",Casa Rosmarino Eco-Wellness Country Home,16076,"8 guests, 4 bedrooms, 5 beds, 3 bathrooms","Valley view, Garden view, Mountain view, Kitchen, Wifi and 75 more",5.0,131,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.9",0.016076,0.131,8,Entire,Alba,4.95,False,False
Private room in farm stay hosted by La Forestaria,"Valgian (Cupannori, Lu), Tuscany, Italy",Under the Tuscan Sun! Forestara!,6997,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Garden view, Valley view, Wifi, Free parking on premises, Shared patio or balcony and 16 more",4.85,420,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.006997,0.42,2,Private,La Forestaria,4.85,False,False
Entire loft hosted by Samuele & Lavinia,"Florence, Toscana, Italy",Studio flat in XVI century building in the center,6332,"4 guests, 1 bedroom, 2 beds, 1 bathroom","City skyline view, Kitchen, Fast wifi  108 Mbps, 17"" TV, AC  split-type ductless system and 29 more",4.83,393,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.8",0.006332,0.393,4,Entire,Samuele & Lavinia,4.88,False,False
Entire apartment hosted by Sabrina,"Rome, Lazio, Italy",Rome apartment 15 minutes from the city center,5401,"4 guests, 2 bedrooms, 1 double bed, 1 bathroom","Kitchen, Fast wifi  58 Mbps, Dedicated workspace, Free on-street parking, 43"" HDTV with Amazon Prime Video, Disney+, Netflix, Chromecast, standard cable/satellite and 59 more",4.97,30,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.6, Check-in 4.9, Value 4.9",0.005401,0.03,4,Entire,Sabrina,4.88,False,False
Entire rental unit hosted by Miriam,"Giardini Naxos, Mesina, Italy","""Casa Maja"" with sea view on Taormina coast",3236,"3 guests, 1 bedroom, 2 beds, 1 bathroom","Beach access  Beachfront, Kitchen, Wifi, Free on-street parking, TV and 27 more",4.84,146,"Cleanliness 5.0, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.003236,0.146,3,Entire,Miriam,4.9,False,False
Entire apartment hosted by Elisa,"Rome, Lazio, Italy",Charming Home by Trevis Fountain,10933,"2 guests, 1 bedroom, 1 small double bed, 1 bathroom","Courtyard view, Kitchen, Wifi, Dedicated workspace, Pets allowed and 46 more",5.0,6,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 4.8, Value 4.8",0.010933,0.006,2,Entire,Elisa,4.93,False,False
Entire rental unit hosted by Casa Nike,"Villa Rosa, Abruzzo, Italy",Casa Nike 8,2449,"2 guests, 1 bedroom, 1 double bed, 1 bathroom","Beach view, Kitchen, Wifi, Free parking on premises, TV and 19 more",4.6,57,"Cleanliness 4.7, Accuracy 4.6, Communication 4.9, Location 4.9, Check-in 4.8, Value 4.5",0.002449,0.057,2,Entire,Casa Nike,4.73,False,False
Private room in apartment hosted by Adriano,"Rome, Lazio, Italy","Stanza con bagno privato, Garbatella, Room in Rome",4023,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","City skyline view, Kitchen, Fast wifi  782 Mbps, 19"" HDTV with Fire TV, Amazon Prime Video, Lift and 40 more",4.93,15,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.004023,0.015,2,Private,Adriano,4.97,False,False
Entire serviced apartment hosted by Elio,"Pontecagnano Faiano, Campania, Italy",Holiday house in Costa d'Amalfi,3324,"4 guests, 1 bedroom, Lit path to the guest entrance, 1 bathroom","Private beach access  Beachfront, Waterfront, Garden view, Courtyard view, Kitchen and 72 more",4.64,53,"Cleanliness 4.8, Accuracy 4.7, Communication 4.8, Location 4.4, Check-in 4.9, Value 4.6",0.003324,0.053,4,Entire,Elio,4.7,False,False
Entire apartment hosted by Arianna,"Florence, Toscana, Italy",viola house,8921,"3 guests, 1 bedroom, 2 beds, 1 bathroom","City skyline view, Kitchen, Wifi, Dedicated workspace, TV with standard cable/satellite and 26 more",4.9,226,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 4.9, Value 4.8",0.008921,0.226,3,Entire,Arianna,4.93,False,False
Private room in home hosted by Nina,"Venice, Veneto, Italy",Casa Nina vintage room1 easy Venice,4962,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, AC  split-type ductless system and 23 more",4.94,356,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.7, Check-in 5.0, Value 4.9",0.004962,0.356,2,Private,Nina,4.93,False,False
Entire apartment hosted by Lorenzo,"Rome, Lazio, Italy",Lodge 26,5248,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, Pets allowed and 28 more",4.84,25,"Cleanliness 4.7, Accuracy 4.8, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.9",0.005248,0.025,2,Entire,Lorenzo,4.87,False,False
Private room in home hosted by Valentina,"Rome, Lazio, Italy",Room - 3 in 1 Roma San Pietro,5510,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Wifi, Free on-street parking, TV, Lift, Air conditioning and 20 more",4.97,282,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.9",0.00551,0.282,2,Private,Valentina,4.95,False,False
Entire rental unit hosted by Sab E Fra,"Florence, Toscana, Italy",NEW!! Sprone Suite,6850,"4 guests, 1 bedroom, 1 double bed, 1 single bed, 1 floor mattress, 1.5 bathrooms","Kitchen, Wifi, TV, Washing machine, Air conditioning, Childrens books and toys, Hair dryer, Refrigerator, Microwave, Long-term stays allowed and 30 more",4.87,340,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.9",0.00685,0.34,4,Entire,Sab E Fra,4.9,False,True
Entire rental unit hosted by Lucilla,"Rome, Lazio, Italy",Colosseo Patron,7434,"2 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Free on-street parking, TV with standard cable/satellite, Lift and 23 more",4.79,96,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.8",0.007434,0.096,2,Entire,Lucilla,4.83,False,False
Entire rental unit hosted by Flaviana,"Rome, Lazio, Italy",Lafarnese Loft - Campo de ' Fiori - Roma,10670,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, HDTV, Air conditioning, Hair dryer and 26 more",4.96,49,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.9",0.01067,0.049,2,Entire,Flaviana,4.98,False,True
Entire rental unit hosted by Monica,"Florence, Toscana, Italy","Blue room with jacuzzi, close to the center",4810,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Garden view, Wifi, Dedicated workspace, Private hot tub  available all year, open 24 hours, TV and 37 more",4.89,225,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.7, Check-in 4.9, Value 4.8",0.00481,0.225,2,Entire,Monica,4.87,False,False
Entire rental unit hosted by Alessio,"Rome, Lazio, Italy",FLOUR SUITE JUNIOR - Rome Apartment,8746,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, TV, Lift, Washing machine and 18 more",4.99,76,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 4.9, Value 4.9",0.008746,0.076,2,Entire,Alessio,4.97,False,False
Private room in rental unit hosted by Francesco,"Florence, Italy/Tuscany/Florence, Italy","Florence center NEW ""La Guelfa""",6122,"4 guests, 1 bedroom, 1 queen bed, 1 sofa bed, 1 private bathroom","Kitchen, Fast wifi  125 Mbps, Dedicated workspace, 43"" HDTV with standard cable/satellite, AC  split-type ductless system and 43 more",4.8,416,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.8",0.006122,0.416,4,Private,Francesco,4.87,False,False
Private room in home hosted by Pier Paolo,"Quartu Sant'Elena, Sardinia, Italy","Suite, private Bathroom & Terrace, beach 100mt far",3127,"2 guests, 1 bedroom, 1 king bed, 1 private bathroom","Beach access, Wifi, Free parking on premises, Air conditioning, Private patio or balcony and 28 more",4.8,132,"Cleanliness 4.7, Accuracy 4.9, Communication 4.9, Location 4.6, Check-in 5.0, Value 4.8",0.003127,0.132,2,Private,Pier Paolo,4.82,False,False
Entire apartment hosted by Daniela,"Rome, Lazio, Italy",COLOSSEO SWEET DREAM,8746,"2 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Pets allowed, TV and 31 more",4.82,33,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.8",0.008746,0.033,2,Entire,Daniela,4.9,False,False
Entire rental unit hosted by Isabelle,"Rome, Lazio, Italy",Quiet and cozy near Colosseo - Isa&Tommy 's corner,5685,"2 guests, Studio, 1 sofa bed, 1 bathroom","Kitchen, Wifi, TV, Lift, Washing machine and 36 more",4.9,41,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.005685,0.041,2,Entire,Isabelle,4.95,False,False
Private room in holiday home hosted by Lorenzo,"Rome, Lazio, Italy",Bedroom with a bathroom near the Vatican,3778,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, Hot tub and 29 more",5.0,5,"Cleanliness 4.8, Accuracy 4.6, Communication 5.0, Location 4.6, Check-in 5.0, Value 5.0",0.003778,0.005,2,Private,Lorenzo,4.83,False,False
Private room in rental unit hosted by Attilio,"Rome, Lazio, Italy",Cosy and comfortable room in Rome with balcony,4985,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Courtyard view, Garden view, Fast wifi  580 Mbps, Free on-street parking, 32"" HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix and 44 more",4.99,185,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.004985,0.185,2,Private,Attilio,4.97,False,False
Entire rental unit hosted by Alice,"Rome, Lazio, Italy",Cozy and comfortable apartment in Testaccio,6542,"4 guests, 2 bedrooms, 1 double bed, 1 bathroom","Kitchen, Wifi, TV, Free washer  In unit, Air conditioning and 32 more",4.88,121,"Cleanliness 4.8, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 4.9, Value 4.8",0.006542,0.121,4,Entire,Alice,4.87,True,False
Private room in rental unit hosted by Emma,"Rome, Lazio, Italy",Oldwhite house,4705,"3 guests, 1 bedroom, Step-free guest entrance, 1 shared bathroom","Courtyard view, Wifi, Free on-street parking, Pets allowed, Lift and 26 more",4.87,107,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 5.0, Value 4.8",0.004705,0.107,3,Private,Emma,4.87,False,False
Private room in rental unit hosted by Daniela,"Naples, Campania, Italy",Sunny Room at Toledo metro station,4513,"4 guests, 1 bedroom, 1 king bed, 2 single beds, 1 private bathroom","Waterfront, Valley view, City skyline view, Wifi, Dedicated workspace and 38 more",4.89,233,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.9",0.004513,0.233,4,Private,Daniela,4.9,False,False
Entire rental unit hosted by Claudio,"Florence, Toscana, Italy",Lovely and quiet flat in SSpirito with courtyard,7434,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Courtyard view, Kitchen, Wifi, TV, Air conditioning and 24 more",4.95,222,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.9",0.007434,0.222,2,Entire,Claudio,4.98,False,False
Entire rental unit hosted by Francesca,"Rome, Lazio, Italy",Farm house Light and calmness,6560,"2 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Pets allowed, TV, Lift and 38 more",4.91,70,"Cleanliness 5.0, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.00656,0.07,2,Entire,Francesca,4.9,False,False
Private room in rental unit hosted by Eugenia,"Rome, Lazio, Italy",Roma Monteverde Garden Room,4183,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","Garden view, Wifi, Dedicated workspace, Free on-street parking, HDTV with standard cable/satellite and 42 more",4.86,49,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.6, Check-in 4.9, Value 4.8",0.004183,0.049,2,Private,Eugenia,4.83,False,False
Private room in apartment hosted by Gio,"Rome, Lazio, Italy",Cozy Room in Artistic Apartment Villa Paganini,4286,"2 guests, 1 bedroom, 1 double bed, 1 shared bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Washing machine and 40 more",4.97,39,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.004286,0.039,2,Private,Gio,4.95,False,False
Entire rental unit hosted by Enrico,"Florence, Toscana, Italy","Apartment with terrace, 4th floor, escalator",4915,"2 guests, 1 bedroom, 2 beds, 2 bathrooms","Kitchen, Wifi, Lift, Washing machine, Air conditioning and 21 more",5.0,6,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.7, Check-in 5.0, Value 5.0",0.004915,0.006,2,Entire,Enrico,4.95,False,False
Entire rental unit hosted by Daniela,"Rome, Lazio, Italy",Trastevere cosy studio flat,5947,"2 guests, Studio, 1 double bed, 1 sofa bed, 1 bathroom","Courtyard view, Kitchen, Fast wifi  560 Mbps, Dedicated workspace, Pets allowed and 46 more",4.91,162,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.8",0.005947,0.162,2,Entire,Daniela,4.92,False,False
Entire apartment hosted by Sofia,"Florence, Toscana, Italy",Florence Liberty Flat with Terrace,7872,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, Pets allowed and 27 more",4.95,80,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.7, Check-in 5.0, Value 4.9",0.007872,0.08,4,Entire,Sofia,4.93,False,False
